what,kind,bundleId,bundleVersion,description,time
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674918651
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674918659
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674918667
error,log,,,"TableRowRule.onResizeEnd() failed: java.lang.NullPointerException",1331674918819
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921339
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921341
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921347
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921355
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921363
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921371
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921380
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921387
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921395
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921403
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921411
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921419
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674921435
error,log,,,"TableRowRule.onResizeEnd() failed: java.lang.NullPointerException",1331674921835
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1331674929432
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931437
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931439
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931444
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931452
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931460
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931468
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931476
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931484
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931492
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931500
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931508
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931516
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931524
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931532
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931540
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931548
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931556
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674931564
error,log,,,"TableRowRule.onResizeEnd() failed: java.lang.NullPointerException",1331674931972
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674933892
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674933893
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674933916
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674933924
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674933958
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674933964
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674933987
error,log,,,"TableRowRule.onResizeUpdate() failed: java.lang.NullPointerException",1331674934020
error,log,,,"TableRowRule.onResizeEnd() failed: java.lang.NullPointerException",1331674934213
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1331674941598
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1331674992544
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1331675005107
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1331675007595
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1331675019692
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331675062585
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1331675067162
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675067509
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675068744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675068941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675087225
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675089716
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675090561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675090729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675091627
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675091681
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675096631
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675098043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675103434
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675112562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675277621
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1331675278750
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675278777
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675280263
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675280308
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1331675303105
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675304801
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675309296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331675312679
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1331675314290
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1331675317522
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1331675323001
error,log,,,"Unhandled event loop exception",1331675326892
error,log,,,"Unhandled event loop exception",1331675326894
error,log,,,"Unhandled event loop exception",1331675326896
error,log,,,"Unhandled event loop exception",1331675326929
error,log,,,"Unhandled event loop exception",1331675327688
error,log,,,"Unhandled event loop exception",1331675329582
error,log,,,"Unhandled event loop exception",1331675329584
error,log,,,"Unhandled event loop exception",1331675329616
error,log,,,"Unhandled event loop exception",1331675330370
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1331675337442
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1331675340620
error,log,,,"Unhandled event loop exception",1331675341694
error,log,,,"Unhandled event loop exception",1331675341696
error,log,,,"Unhandled event loop exception",1331675341736
error,log,,,"Unhandled event loop exception",1331675342706
error,log,,,"Unhandled event loop exception",1331675344558
error,log,,,"Unhandled event loop exception",1331675344560
error,log,,,"Unhandled event loop exception",1331675344593
error,log,,,"Unhandled event loop exception",1331675345397
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1331675347131
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1331675349581
error,log,,,"Unhandled event loop exception",1331675350770
error,log,,,"Unhandled event loop exception",1331675350772
error,log,,,"Unhandled event loop exception",1331675350809
error,log,,,"Unhandled event loop exception",1331675351348
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1331675352565
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1331675363125
error,log,,,"Unhandled event loop exception",1331675368841
error,log,,,"Unhandled event loop exception",1331675368844
error,log,,,"Unhandled event loop exception",1331675368875
error,log,,,"Unhandled event loop exception",1331675369845
error,log,,,"Unhandled event loop exception",1331675390284
error,log,,,"Unhandled event loop exception",1331675390291
error,log,,,"Unhandled event loop exception",1331675390292
error,log,,,"Unhandled event loop exception",1331675390343
error,log,,,"Unhandled event loop exception",1331675391159
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1331675394231
error,log,,,"Unhandled event loop exception",1331675394235
error,log,,,"Unhandled event loop exception",1331675394237
error,log,,,"Unhandled event loop exception",1331675394267
error,log,,,"Unhandled event loop exception",1331675394981
error,log,,,"Unhandled event loop exception",1331675401164
